scale,GPR_left,GPR_right,GPA_left,GPA_right
0.016666666666666666,245.71428571428572,442.62295081967216,91.82526315789472,307.62295081967216
0.03333333333333333,199.96850665745342,367.016393442623,88.8688524590164,255.07639344262296
0.05,190.84304656182545,336.04371584699453,71.21649992994254,233.55038251366122
0.06666666666666667,187.6847711092144,285.8105646630237,62.85153253424657,186.1405646630237
0.08333333333333333,185.97379898817172,252.0469702489375,58.44122602739726,156.51697024893747
0.1,187.38396292492573,224.36012952843555,54.30074696422299,133.1517961951022
0.11666666666666667,186.85190743109135,206.02296816723046,49.289651244059264,118.45011102437333
0.13333333333333333,184.63305945164316,190.45890833513786,47.32844483855186,106.54765833513785
0.15,179.99129094114312,177.2688353810394,45.33671515625073,96.98105760326162
0.16666666666666666,175.6016293026501,170.75269041624105,43.749176012911235,90.67691794463038
0.18333333333333332,171.98176595969286,167.62929572723817,43.10529149182764,86.36239059667463
0.2,167.895406675173,165.18365795614275,42.47994708592046,83.65093762653132
0.21666666666666667,164.3203844957901,162.96917263930175,42.23330403935873,79.55317319372122
0.23333333333333334,160.26057083161075,160.2524396823947,41.76663946511882,78.47651796559828
0.25,154.6431994428367,155.8016853209254,41.164996834110894,75.265802732804
0.26666666666666666,151.36824338009842,150.9179809108431,40.711610761487165,72.01669006200375
0.2833333333333333,148.3284824572872,149.1386207757166,40.1175044389696,69.46626783454012
0.3,142.97248508751147,149.4027093753358,39.64772855133454,67.01770937533578
0.31666666666666665,140.50902775828754,149.2847602843553,39.46545943729669,64.76844449488162
0.3333333333333333,138.85772603023713,148.22052227013754,38.698731919977305,62.26602227013753
0.35,137.49579687176194,147.5013852128832,39.14809687513692,60.02995664145463
0.36666666666666664,136.6913814556873,146.78010116205553,39.13732213679338,58.22873752569191
0.38333333333333336,136.049397695783,146.01962531268381,39.079177696063226,57.57047672949567
0.4,135.50340006451933,145.35716100497663,38.060032427097674,56.92670686576668
0.4166666666666667,134.3825837898297,144.5082078981109,37.82283113001377,56.10563859113602
0.43333333333333335,133.28331236397307,143.8616218134516,37.61426070193632,55.34772941455387
0.45,131.68022672086295,143.26293099432263,37.42419200982896,54.56992235384855
0.4666666666666667,129.76307576654642,138.61478181946686,37.14274599889591,53.94134640972421
0.48333333333333334,128.3057675430948,133.8349617567266,36.89985212063783,53.1798637274528
0.5,127.81527226135526,133.02661744499264,36.47002465580735,52.59223253103942
0.5166666666666667,127.47314419891096,132.72178859440976,36.3593786991684,52.057584524550954
