elapsed,GPR_left,GPR_right,GPA_left,GPA_right
0.0,95.93162393162393,94.79136690647482,39.811623931623934,28.911366906474825
1.0,77.87610619469027,91.80327868852459,33.876106194690266,35.803278688524586
2.0,77.4074074074074,105.34653465346534,35.60740740740741,52.14653465346534
3.0,130.9090909090909,154.45544554455446,58.90909090909091,76.45544554455446
4.0,153.16363636363636,153.980198019802,68.92363636363636,76.220198019802
5.0,95.11864406779661,95.47826086956522,38.99864406779661,29.598260869565223
6.0,89.16666666666667,99.7457627118644,41.01666666666667,40.8957627118644
7.0,92.5,103.47457627118644,42.55,42.42457627118644
8.0,92.46774193548387,114.75,35.137741935483874,55.08
9.0,99.90551181102362,101.84347826086956,36.46551181102362,43.28347826086956
10.0,87.19266055045871,106.10526315789474,39.67266055045871,45.62526315789474
11.0,94.37037037037037,120.54545454545455,30.670370370370364,54.24545454545455
12.0,95.22388059701493,126.875,31.42388059701493,45.675
13.0,104.08163265306122,106.99300699300699,27.58163265306122,30.493006993006986
14.0,108.88888888888889,112.21374045801527,35.388888888888886,38.713740458015266
15.000000000000002,104.44444444444444,107.63358778625954,33.94444444444444,37.13358778625954
16.0,103.79310344827586,123.72093023255815,43.593103448275855,43.92093023255815
17.0,122.4,136.86206896551724,39.78,57.48206896551724
18.0,131.7829457364341,129.7709923664122,46.7829457364341,44.7709923664122
19.0,126.49645390070921,135.5036496350365,37.316453900709206,42.68364963503652
20.0,138.66666666666666,155.62589928057554,38.826666666666654,47.46589928057554
21.0,143.00689655172414,161.6115107913669,39.32689655172413,49.2915107913669
22.0,133.10344827586206,138.84892086330936,36.603448275862064,42.34892086330936
23.0,143.95862068965516,156.3021582733813,39.58862068965516,47.672158273381314
24.0,128.78205128205127,151.52173913043478,28.332051282051268,46.971739130434784
25.0,75.79617834394904,76.28205128205128,16.296178343949038,16.782051282051285
26.0,0.0,0.0,0.0,0.0
27.0,46.27777777777778,25.29032258064516,12.957777777777778,9.61032258064516
28.0,122.81012658227849,219.52173913043478,25.79012658227849,118.54173913043478
29.000000000000004,108.6875,118.84848484848484,21.737499999999997,20.798484848484847
