scale,GPR_left,GPR_right,GPA_left,GPA_right
0.016666666666666666,153.16363636363636,219.52173913043478,68.92363636363636,118.54173913043478
0.03333333333333333,142.03636363636363,158.61870503597123,63.916363636363634,76.33782178217822
0.05,140.02298850574712,152.25419664268586,55.610457113507955,68.2740594059406
0.06666666666666667,139.683908045977,153.09712230215828,51.96200950179764,60.156364226586604
0.08333333333333333,137.50353669319185,152.78204566781358,50.07960760143811,55.0632403598503
0.1,136.16917197017523,149.90231299568407,47.66757423576633,53.445707236162086
0.11666666666666667,135.11386901472895,147.02641004864523,46.00018453624258,53.2601111529197
0.13333333333333333,133.52463538788783,145.75586741325424,45.2092440380196,52.01303204141343
0.15,130.22113183904204,143.30754105984354,44.14237330128491,51.53649326457682
0.16666666666666666,127.64346309958228,139.74014573248516,43.129642928741966,51.597497403465674
0.18333333333333332,125.93850180770106,137.23774525298788,42.81537180344349,51.05908854860515
0.2,124.1170960448144,134.7173503979895,41.80328835068739,49.7877710602651
0.21666666666666667,121.8945410103683,134.1140926750672,41.00487236963566,48.527440114282996
0.23333333333333334,119.92852882179703,133.14490423723774,40.30544805044375,47.71359351942418
0.25,117.74613760370781,131.34226149861487,40.27041818041416,47.8164515877699
0.26666666666666666,116.63109849166504,129.4985875462558,40.67745115266541,48.087081779375865
0.2833333333333333,115.20972457659556,128.63102357294665,40.47974543196211,47.89201769626035
0.3,113.94807321122916,127.23344316729329,40.38790772277903,47.60266391508125
0.31666666666666665,112.6437886562522,125.78672314332337,40.33206502956561,47.595465776423055
0.3333333333333333,112.98661068090864,124.39422297410381,40.14563419188043,47.68026802717025
0.35,113.84006212034589,125.8257097631729,40.119109739393515,47.42639435270068
0.36666666666666664,114.51924344587796,126.99371109804844,39.91403236066688,47.43756544000435
0.38333333333333336,112.90568535724879,126.05252951350136,39.661209624840446,47.417312122196975
0.4,111.44611955880886,124.625477395794,39.65818508587439,46.93339406246063
0.4166666666666667,110.82553973372147,123.43211297622122,39.20513973372147,46.2125129762212
0.43333333333333335,109.47825660334561,121.61864906490699,38.324025834114835,45.51483681346909
0.45,105.42350635877726,119.27045525198751,36.90461746988836,45.760455251987466
0.4666666666666667,104.2711054326935,118.28948466043526,36.049373195170126,45.40484180329236
0.48333333333333334,103.98353710507041,117.4792047378849,35.69560607058765,44.836101289609
