avg_GPR_L,avg_GPR_R,avg_GPA_L,avg_GPA_R,avg_NET_L,avg_NET_R,avg_arq1_L,avg_arq1_R,leomo_dss_L,leomo_dss_R,leomo_foot_ar_L,leomo_foot_ar_R,leomo_leg_ar_L,leomo_leg_ar_R
88.0,86.0,15.0,15.0,73.0,72.0,13.07,17.66,0.38,0.39,33.1,36.18,41.11,40.71
