GPR_left,GPR_right,GPA_left,GPA_right,scale
199.65768188925384,190.10943283393792,43.219736955655534,42.89812966379637,52.0
199.47812966759645,189.62623598801457,42.96778740001741,42.58157548928889,53.0
199.42302564713754,189.3980857372917,42.6933198878429,42.20636112837614,54.0
199.246398684709,189.28591011290345,42.66446157769325,42.01153062112955,55.0
198.75465125665292,189.06461530758784,42.49513313819011,41.84165302241594,56.0
198.13569747520785,188.6862887232442,42.31825346064912,41.72261345211966,57.0
197.46812554343717,188.0537665038779,42.27449046994827,41.60638752077212,58.0
196.92065752897818,187.56132978347318,42.120381630890115,41.40048456631068,59.0
196.52063310214842,187.12104645203044,41.95709238769265,41.34866633568012,60.0
196.16038427335013,186.61914658624593,41.902696312045535,41.2258660367553,61.0
195.6331891353007,186.05678256581598,41.769075522782316,41.06665588457066,62.0
195.10251694568115,185.5750175053482,41.67939254018336,40.895238896258654,63.0
194.73598808794804,185.1316261309388,41.587966741472115,40.59918315151832,64.0
194.28108846644662,184.64920663622217,41.49023646782822,40.25201752951832,65.0
193.8143187277775,184.26815805082487,41.45914123824525,40.0092695268082,66.0
193.15491871343002,183.67460345305136,41.56885243353819,40.055368029371024,67.0
192.5967581441149,183.0911534022712,41.445517382537886,40.115342971911716,68.0
192.02772300192967,182.6713354013717,41.387819990988746,39.90239652618198,69.0
191.47070223661711,182.1012510684773,41.33021247851243,39.742346050549834,70.0
190.92937219708801,181.53644471540017,41.32100716915337,39.94827430381703,71.0
190.34354758323957,181.01032215730868,41.37724447871991,39.74652102482735,72.0
189.73792820995317,180.48641955376698,41.295854302153934,39.56942968891444,73.0
189.3662406435437,179.9565463843193,41.186730706588314,39.389617005810734,74.0
189.11033702679984,179.64386116105072,41.110051118359195,39.18184819935645,75.0
188.8474727640949,179.4762610141948,40.99683329691686,38.967498938152104,76.0
188.63874597760122,179.29975654214894,40.907662028558924,38.75085238422434,77.0
188.3643848584038,179.17358444972825,40.81578242090533,38.55401453314454,78.0
188.0493203122757,178.96035180008872,40.71058893062478,38.398906834359344,79.0
187.71616606432937,178.7105268897671,40.57437323565864,38.20985799892985,80.0
187.41688359087203,178.26676028740906,40.42012171423075,38.00909026107735,81.0
186.98931209515908,177.94292236033021,40.4497173352923,37.81745745999658,82.0
186.6023217078396,177.6011877218735,40.36215530674079,37.72045834134897,83.0
186.26657978274628,177.27335403345518,40.249401205598765,37.58868417742135,84.0
185.87599256961593,176.8937913544238,40.076210238639774,37.44751687119659,85.0
185.53780519290632,176.54582950338337,40.10996275221846,37.331346831308615,86.0
185.2837813150809,176.3492155379166,40.05623630207117,37.233395424834775,87.0
185.03594613779913,176.17643274654148,39.979445495655845,37.20184435646678,88.0
184.7253617923625,176.04691941447803,39.94193097949054,37.19001122495787,89.0
184.68259783688202,175.8697426443284,39.891862430711804,37.05925596930901,90.0
184.44953946190842,175.81673102493124,39.81069357640444,36.946724074076876,91.0
184.18968265871203,175.74037392871014,39.77147701035257,36.83059980304604,92.0
183.8895936735127,175.53113772555386,39.724856414428395,36.691724911608226,93.0
183.76395808755638,175.3263533565073,39.65248935620231,36.554652907460685,94.0
183.55038258889036,175.28477999930314,39.62675033023025,36.42227031513114,95.0
183.3047059356902,175.11300072690668,39.58309419751331,36.30793745548889,96.0
183.10026861382005,175.0039250835013,39.52615855781005,36.17906136338838,97.0
182.82468203107857,174.85072021240165,39.67371962208895,36.08293927096945,98.0
182.52603759893364,174.55696388925722,39.63091196519315,35.98044665421992,99.0
182.21708157077038,174.24953858026154,39.55965781242864,35.851143122257156,100.0
181.94499999190398,174.06444963942286,39.47636374024359,35.72305089441979,101.0
181.7246929744395,173.92967523430556,39.38162814801898,35.59880621367003,102.0
181.51866897237048,173.7821071129061,39.30339411667027,35.52136022284681,103.0
181.36720578477008,173.6217319751234,39.2380297183248,35.40144419626121,104.0
181.19679702219403,173.4480149401124,39.19006936638515,35.211389625684575,105.0
181.02264657927253,173.22485202665837,39.1270073599923,35.065433119781886,106.0
180.91991583416527,173.09371834778398,39.039963677500154,34.88917482293982,107.0
180.75838222194415,172.9696924809636,39.00091705163955,34.8396901263034,108.0
180.54819262115603,172.74726767472575,38.834982056585716,34.731528688979004,109.0
180.29685017514743,172.63888703064092,38.77446478508748,34.54390462231495,110.0
179.99237404744338,172.48589030063516,38.69373387110772,34.46537072521627,111.0
179.78763164067868,172.26726628009376,38.6234658115539,34.42143730433225,112.0
179.578490114436,172.08431480858852,39.11317018948341,34.32080594285979,113.0
179.43481914851992,171.97904686845624,39.08091221930728,34.14336800788674,114.0
179.2527103532485,171.83545488339476,39.02373469295454,33.84646915564425,115.0
179.0898333188151,171.59917581830803,38.94433468123367,33.59071897544157,116.0
178.92211394571981,171.3971210069259,38.8514771198556,33.46198985398229,117.0
178.75094763936553,171.25029934541342,38.721549347653436,33.34565996759599,118.0
178.71488194555803,171.14415024756147,38.52321700019415,33.2458224888767,119.0
178.5878769769641,171.02084015196107,38.42668238806879,33.14209384391246,120.0
178.45382300970635,170.89670097715145,38.381904214812735,33.02132787631571,121.0
178.25168303515127,170.69464731214327,38.333736940008876,32.89820223798525,122.0
178.01845607421004,170.46758052179058,38.264465365970864,32.76991180948264,123.0
177.93441774953504,170.30058976807933,38.19376835166541,32.64168011171705,124.0
177.89991538051171,170.38166331080427,38.19076639785114,32.51417053047244,125.0
177.78542625617658,170.2281142588028,38.16890128032379,32.39542815784129,126.0
177.59871962589588,170.0595056017635,38.124307543382194,32.26349565266143,127.0
177.3920910277823,169.88948052906454,38.064822239756126,32.14709185477978,128.0
177.22421466794782,169.75280288555342,38.00085720947378,32.216436861794165,129.0
177.05079919393043,169.61028752836927,37.93469820275017,32.23186597995131,130.0
176.87600137003753,169.46600806188823,37.882316717469436,32.26239924833283,131.0
176.68999554392536,169.27496788462554,37.821188055468404,32.26215129095283,132.0
176.5186345992266,169.098020251226,37.75607478192529,32.289288343730206,133.0
176.33778108698903,168.9960978203047,37.738759011831846,32.28114617595184,134.0
176.1916201945377,168.87020079941354,37.70302280330663,32.403441336928495,135.0
176.0458397683536,168.73880226412373,37.82980862122154,32.5611083406728,136.0
175.92730886930713,168.5629923916917,37.81233382536886,32.67127431011203,137.0
175.82999113785516,168.40737710553128,37.775829701463174,32.74514737725438,138.0
175.6798794534467,168.22290268102216,37.758994679074256,32.70656754242213,139.0
175.5870430455545,168.02323501938494,37.72146969342903,32.750449202833394,140.0
175.5011369651909,167.96912599711712,37.66538361995317,32.726096897803004,141.0
175.34111330894152,167.79163519501603,37.59788091840421,32.74120654406261,142.0
175.2323759198347,167.64244450014667,37.50016479676835,32.62194729901968,143.0
175.1083709577224,167.5033504635193,37.43474698567968,32.52170890109628,144.0
175.0126409044106,167.39109153929925,37.33878321336465,32.499304900636005,145.0
174.90568228196705,167.2764192422507,37.083038122862156,32.462902917649565,146.0
174.82791767946583,167.16522238538795,36.83077255740051,32.41843408199675,147.0
174.7209722897397,167.02409301025904,36.75099970393092,32.41054629023737,148.0
174.59681175512117,166.92663382090691,36.63860059809335,32.437981973084206,149.0
174.52355184823813,166.81442117438158,36.51593495603397,32.44744774727208,150.0
174.482699443347,166.78669008731302,36.41586646981454,32.446965988908055,151.0
174.4102756688137,166.75932388296903,36.375623150852455,32.4562481080683,152.0
174.3608390605631,166.73014583123205,36.270676315856356,32.44904934005026,153.0
174.29014715571716,166.72047372655672,36.16150609002912,32.45154644991297,154.0
174.21813647484228,166.67995170535028,36.076204496133094,32.44447090250261,155.0
174.13784830396622,166.57450822794914,35.97879292885019,32.43051522762063,156.0
173.929861187175,166.42338051711582,35.82219811142698,32.32386949052066,157.0
173.6946894535392,166.53290857434496,35.68426071760555,32.266754466393316,158.0
173.4780755524408,166.52904798673595,35.58212865748158,32.36352862794963,159.0
173.39333506767522,166.45967000824743,35.54471612064725,32.429167558873424,160.0
173.299909128087,166.3816892125736,35.53278418083156,32.39782211028148,161.0
173.18497267078823,166.2733170373441,35.536953227383535,32.43765036885999,162.0
173.11758536108567,166.1857506751518,35.53633241978857,32.41850388925685,163.0
173.0837321367233,166.08889904501876,35.51785171411146,32.4334621988752,164.0
173.0254930674964,166.00621235901818,35.49497776913897,32.3909687201945,165.0
172.8071029121062,165.8662076586552,35.4607509954293,32.35740176105589,166.0
172.520798221933,165.5680090445683,35.41655488168421,32.320910080685735,167.0
172.2706245427056,165.32876078642198,35.38213265986057,32.27023178569201,168.0
172.08898635305528,165.15534716001412,35.349181184555675,32.21473517363363,169.0
171.9557724506892,164.96340153062536,35.33229083916884,32.15632916841058,170.0
171.84060591636919,164.75721156864972,35.30001623387156,32.1051079452035,171.0
171.75556450491396,164.58773102102413,35.25803939530254,32.071360261389025,172.0
171.6974682825317,164.41555996909585,35.213722640855195,32.02051424831741,173.0
171.60235375782526,164.27610119122934,35.159410058628055,31.96244288804533,174.0
171.49926887920907,164.14715677714275,35.11777367816882,31.891130022922095,175.0
171.43463044823594,164.08067063553924,35.051877236815585,31.861878472467176,176.0
171.29667637664443,163.95169168645737,34.984928703019825,31.830248035556288,177.0
171.11984237856834,163.80266694302966,34.90900234830223,31.78517336413035,178.0
170.91090990847889,163.72192941458061,34.852789368596014,31.73548694504485,179.0
170.3990116910386,163.26331164954024,34.78982942765937,31.682988208048574,180.0
170.07254556001251,162.9859466181276,34.714253265167095,31.637212030103555,181.0
169.82195072569533,162.76349636198404,34.671601863233256,31.60788947130691,182.0
169.5621428443185,162.52388509304612,34.62370982294545,31.56235455616315,183.0
169.25376442027604,162.38291487978856,34.56336357390771,31.5099292464067,184.0
168.85873819661774,162.0206339709549,34.4916538960527,31.439764287046156,185.0
168.46795956676212,161.66224855576462,34.43515917813649,31.367507489803973,186.0
168.13235920450083,161.47867146901365,34.40117436969725,31.29130947933531,187.0
167.85920007635866,161.26240953870735,34.354492591135035,31.232146294533806,188.0
167.68770790809563,161.0403769253493,34.29716723350999,31.241357484639394,189.0
167.50123561093923,160.80498435981426,34.251454485340275,31.23177354084269,190.0
167.42940915967614,160.51792551073692,34.21395593185279,31.212759019686448,191.0
167.3902092245124,160.21538099521783,34.158258244707724,31.20565518419831,192.0
167.3197023550574,159.96474072016287,34.11509821283371,31.19640519963389,193.0
167.22545785544395,159.7437827839708,34.06048430452014,31.171777294219776,194.0
167.17630692101105,159.64891177551158,33.96900172457629,31.154794426701333,195.0
167.07862560626492,159.59599634252936,33.87217036500507,31.130630126306404,196.0
166.97678872388053,159.55940465832856,33.819323012437756,31.017034329038434,197.0
166.8678927435346,159.48332102551288,33.76730622954666,30.96804311623293,198.0
166.7509171196462,159.39931153341868,33.69679951778128,30.892022799065938,199.0
166.63254714943258,159.3161027971345,33.629130186295505,30.827686823001642,200.0
166.49915251047565,159.23959233545722,33.593397345907434,30.785147438407947,201.0
166.33688408335726,159.17141984864804,33.561669587976716,30.763530825095508,202.0
166.23776611372026,159.12536354165368,33.51220323532659,30.69011471930535,203.0
166.24940156886737,159.06643610599198,33.45731369418334,30.61798586392081,204.0
166.2682532179817,159.0198843009002,33.40859796023754,30.622669559304793,205.0
166.25469026893467,158.95139902321839,33.35543300210164,30.679501260473213,206.0
166.21300094396398,158.89381535135436,33.37247048412444,30.690581260299382,207.0
166.1705228193315,158.82572084836784,33.5806572831206,30.67663975567929,208.0
166.12586354600396,158.75589828082923,33.57875016198374,30.672329814594534,209.0
166.057132327653,158.71596719554134,33.56595045078768,30.67407569889285,210.0
165.96948455252976,158.660441284662,33.58177854581162,30.65950661975118,211.0
165.83176399932313,158.60335380094588,33.673562609274775,30.649080790267593,212.0
165.74745410995826,158.52899736102952,33.720121040567264,30.649883227871968,213.0
165.66393796925752,158.41472019677482,33.79442237243661,30.621106263738106,214.0
165.63813714973767,158.34866703914093,33.79157421705559,30.617227149833244,215.0
165.628119319018,158.34773510109423,33.77814475684149,30.580749001083404,216.0
165.55767622958436,158.27592725315722,33.77378200339947,30.500836494623748,217.0
165.4686381203709,158.19653502287957,33.82787115655499,30.477737534363524,218.0
165.3700399904532,158.08060696412414,33.830784648652575,30.467728718583736,219.0
165.31237588969586,157.99886764101169,33.83723562752234,30.491360254711385,220.0
165.24999808802494,157.92993806842233,33.83427107249064,30.48651431764602,221.0
165.1217220933614,157.85892003399803,33.84244308275092,30.496007759179037,222.0
165.061028546248,157.8177518641981,33.88243902615355,30.49118444260543,223.0
165.16971094270409,157.80791803115272,33.89962108189481,30.473003224331727,224.0
165.24128827806524,157.84517384519415,33.942062272148114,30.396544299881047,225.0
165.31656491004992,157.93369896911744,33.93976209493606,30.318459427126374,226.0
165.42366436288458,158.02533796614924,33.936424239740376,30.259558837040828,227.0
165.51068910744408,158.09272069891293,33.92306628610472,30.13472385573184,228.0
165.55017414985304,158.19173431759992,33.9060000663435,30.02017140367265,229.0
165.61203815125526,158.20802848986858,33.89349443674063,29.978121806460784,230.0
165.64343331773483,158.2451706989509,33.93194109678386,29.92567736687914,231.0
165.69551883243113,158.31194743618545,33.92974403266937,29.949666706173755,232.0
165.6859856430829,158.36167941065435,33.91585883404686,30.00280118382966,233.0
165.67290990369477,158.37641174319913,33.89918807817822,30.01549460280684,234.0
165.62714940163306,158.38515961154303,33.87066235572127,30.005215902369365,235.0
165.61975833273993,158.39383334540946,33.88482246853429,29.999009939215952,236.0
165.62170716953452,158.39096605582665,33.91804073246624,30.04542761879732,237.0
165.61268439031082,158.36960116672225,33.904496413227406,30.069046270258955,238.0
165.59589491587437,158.32792151023096,33.86138318464741,30.059513642765484,239.0
165.56931408224722,158.28376587872245,33.863452532435566,30.076864495095304,240.0
165.53183179341724,158.23917283401929,33.840785821928996,30.067378535776733,241.0
165.4800473645188,158.20551813983784,33.83869348723841,30.06617392227751,242.0
165.4399374302341,158.15528967012656,33.91648840775271,30.070177179869955,243.0
165.39541850464965,158.12212249934734,33.95613603097739,30.040127056263387,244.0
165.3554455344932,158.09964274764934,34.02007264334323,29.97167651816814,245.0
165.32820006981842,158.06468485030118,34.0258274764573,29.953235772298775,246.0
165.29687876076935,158.02596142985462,34.01967229108193,29.904389780759388,247.0
165.27668432945097,157.9979280539702,34.00271124689746,29.87348451709932,248.0
165.26581390317418,157.94843996005932,34.0457322170548,29.855655108134304,249.0
165.19891731371138,157.8933582421039,34.05129233454419,29.878616161171152,250.0
165.1920462714826,157.88333784409537,34.05294426120309,29.92131388435713,251.0
165.17946296338775,157.84107523607025,34.05769448238879,29.930870437265995,252.0
165.16997702832418,157.8239168359277,34.05507420667336,29.927221018808687,253.0
165.16330107826894,157.81476755704608,34.0893516249996,29.9152202682251,254.0
165.12541573314266,157.75575055524888,34.10363345985136,29.936654819831407,255.0
165.08868227123403,157.6922108395383,34.140138363871024,29.961986830240413,256.0
165.0239543567445,157.65559402039642,34.145179699378936,29.970058190942254,257.0
164.98957716611858,157.63209850093753,34.142377538614774,29.966327607130726,258.0
164.9418708686364,157.61763484017212,34.136057535333414,29.961380002312396,259.0
164.94871617100523,157.59571134376068,34.120206936969765,29.9431168983534,260.0
164.99066729365916,157.58153968043783,34.10370550553821,29.927255313467917,261.0
165.00477493256454,157.6284294780952,34.1227964938489,29.912077649174083,262.0
165.0185832546322,157.67373258733485,34.12778875656964,29.90863844734288,263.0
165.01273364273698,157.6458190871098,34.12164371085817,29.897415444761148,264.0
165.0035485354174,157.63445058424955,34.10538593584865,29.894057528243437,265.0
164.95550267721586,157.6314797967356,34.08273410902215,29.876459466005578,266.0
164.91945191527338,157.61992164972705,34.0431733071157,29.861203974534558,267.0
164.88745835463794,157.6122187911667,33.996444337196294,29.83806197764917,268.0
164.84304175829874,157.61508009509447,33.980893738668925,29.820868338226582,269.0
164.80968813494127,157.60269593468269,33.999839181769275,29.805988245282197,270.0
164.75880518301625,157.57277805114123,34.02454849472263,29.745632658962144,271.0
164.70171681554473,157.5393097044646,34.029736778158956,29.77084864022347,272.0
164.65885338398596,157.48982616353362,34.024153481128124,29.76805273885843,273.0
164.58928039689943,157.43828426855276,34.00878552438435,29.75142836015082,274.0
164.55770750727908,157.40214505303075,34.11432480321237,29.737071323362063,275.0
164.5234516568306,157.36900833275314,34.11911261765509,29.67616667557826,276.0
164.53015317795268,157.32228658185272,34.11328728939186,29.618391188258123,277.0
164.5537667882554,157.2973862704072,34.09781982911827,29.58302099587951,278.0
164.5498976804634,157.26722259356026,34.07625058241893,29.49996545939173,279.0
164.51536847599786,157.22452349647554,34.03854968748172,29.485595224990124,280.0
164.4590050603439,157.21445616871443,33.917416058700645,29.480943821074273,281.0
164.40683139610877,157.1632184947075,33.79714153366979,29.478020737367643,282.0
164.35175309481914,157.09592540235772,33.766142412504536,29.468300819011862,283.0
164.25464384896668,157.04546591889434,33.71768251997506,29.48499189157343,284.0
164.17913882133033,157.00851079786602,33.65143435857774,29.512767853145444,285.0
164.10661560866833,156.97638743511223,33.6205111311154,29.5315531722866,286.0
164.0669263189994,156.9507947434087,33.60893751040621,29.54933272818207,287.0
164.0086131278665,156.90514735827912,33.56279105167719,29.522770035057945,288.0
163.96284197054896,156.85622100790016,33.513987143326965,29.518556434377217,289.0
163.9058967434548,156.79285839582425,33.47752428778495,29.51776409142564,290.0
163.87488582828865,156.80868674189986,33.434233826314895,29.511926862365012,291.0
163.8228391257166,156.7605934040809,33.35875154127069,29.496251710811354,292.0
163.7747954145231,156.87213316380146,33.29277658682144,29.470323469847607,293.0
163.8500859393277,156.86749659533933,33.24567620100877,29.49051571154008,294.0
164.03969953362383,156.84149783048247,33.21721275978148,29.500469781304805,295.0
164.16869017787698,156.9549887473274,33.188941639103035,29.515527965515577,296.0
164.29681219826313,157.00651313524472,33.13441535124862,29.518222448708066,297.0
164.3202487307401,157.05769172190082,33.07958602481362,29.518674242983735,298.0
164.24768510326464,157.18366833658828,33.02818982142669,29.52620347692343,299.0
164.3951928195871,157.41088067020317,32.9756089866684,29.554524773975665,300.0
164.63563018356933,157.61549568458784,32.92924357559364,29.579410145643813,301.0
164.81824762089752,157.79509891113918,32.88066643583478,29.597495665404605,302.0
164.94168881763568,157.9057046638262,32.824416190519365,29.599866272032592,303.0
165.0643179012374,157.952915279928,32.76853601260734,29.588591710160497,304.0
165.05910468095232,157.99981631821925,32.66109818961519,29.608531672992203,305.0
164.9723652994217,158.03662462402488,32.6171211953061,29.61084297299447,306.0
164.88050980096338,157.986881325897,32.604283217695865,29.625550700405626,307.0
164.75100885892516,157.85077794206666,32.579114810473165,29.675694261254506,308.0
164.6500299845304,157.74567607712785,32.552017916253654,29.716646707010963,309.0
164.60097383280873,157.6755992443742,32.50829104522732,29.727151269970573,310.0
164.56129962460668,157.59472783253997,32.47966688863157,29.729043997313706,311.0
164.53774893076522,157.50533741651512,32.403037919666176,29.722220138347957,312.0
164.52869835281635,157.4353732630344,32.33027497198072,29.719763975910883,313.0
164.49882205546223,157.36329289925862,32.257975482560774,29.72166214628596,314.0
164.46410357274647,157.3086466761509,32.2169195296589,29.70505881535561,315.0
164.45036560266792,157.25486250680234,32.17265369463672,29.7053184291494,316.0
164.39537000069276,157.24410134879665,32.141016397723824,29.68504928583978,317.0
164.31808966961856,157.19380982458043,32.102403659382226,29.68182432643501,318.0
164.23720805288804,157.13183953471128,32.07941891521573,29.668377277038225,319.0
164.1418446846995,157.1075233153861,32.068741620367426,29.651543837568436,320.0
163.9057522227022,156.91240685060777,32.04528233708999,29.605028124678814,321.0
163.7696770674727,156.74518716837895,32.01341432916047,29.56075484558995,322.0
163.59112215963674,156.62891155911677,31.997587844717295,29.532278043914456,323.0
163.46360977159384,156.60082891054657,31.98351963856414,29.508965940774306,324.0
163.3077848578982,156.5535998882004,31.968200622986714,29.486232143811034,325.0
163.16639522298462,156.4949240828879,32.023395412878344,29.46241957077276,326.0
163.0763479294359,156.47307614792692,32.04991733208094,29.44065978522596,327.0
162.95062455300402,156.39255259166268,32.048789535336795,29.419032681298347,328.0
162.82875611760159,156.27149442931085,32.03188418457241,29.398583138222484,329.0
162.74055058461659,156.20306977353928,32.0232413527395,29.3995544220552,330.0
162.61950486866502,156.10177475490215,32.148367511794675,29.41659878063933,331.0
162.49800244964612,155.98546031322158,32.14695676627722,29.436751439146793,332.0
162.37178573435384,155.88308202736886,32.093241163426384,29.45358172645687,333.0
162.26425386194822,155.7844348094504,32.038349189984686,29.4579042770101,334.0
162.17695025000106,155.70541742036983,32.03893415874739,29.474570942193363,335.0
162.0806633784341,155.62392421204123,32.03342807163472,29.47071373916492,336.0
162.00354144460462,155.5403417882632,32.006545132404405,29.49825026084812,337.0
161.9277381340345,155.48608042202574,32.037714063479,29.529273189070462,338.0
161.84453221102132,155.41394952952763,32.04308629448411,29.542964833765655,339.0
161.75151823457648,155.3529058277028,32.05251839361798,29.56483193065981,340.0
161.65589166246,155.25882905774688,32.047965553754,29.574826737973094,341.0
161.56082431006348,155.16530244434037,32.06633561446171,29.58474095657595,342.0
161.47817900054744,155.07757353259095,32.09751696387009,29.594619441322052,343.0
161.3766252511879,154.9438913685163,32.11389400616174,29.59050296249448,344.0
161.30249684634794,154.8787912837316,32.146749063792825,29.58551796852955,345.0
161.25161307812542,154.84013261000237,32.150435402401015,29.589085835672524,346.0
161.1898511520187,154.8009719876336,32.14428112735313,29.585020892989423,347.0
161.1196049879224,154.7735928915012,32.114671124113606,29.575006921896875,348.0
161.04109875653168,154.73556795534623,32.10135305976562,29.571005614741402,349.0
160.89959605012774,154.60090158742034,32.14048038921585,29.571085201708748,350.0
160.75477416421273,154.46427804449306,32.16787945084318,29.593393052813845,351.0
160.64652283632708,154.4497506902492,32.128583385175055,29.60842707575334,352.0
160.48888396143664,154.32383071662244,32.11152901753544,29.617958617251176,353.0
160.31916171113738,154.1928522310063,32.096682193826744,29.612258169179846,354.0
160.18168562607826,154.0367414525039,32.09537698576902,29.60898203565886,355.0
160.0685261384261,153.9380838477113,32.058977451699846,29.612383771513745,356.0
159.93617876218545,153.8894767945067,32.01347659725193,29.598039875524147,357.0
159.78272574888325,153.76688049061144,32.069128164267006,29.598567967419868,358.0
159.60554242658412,153.6392776112741,32.118968203162254,29.577121474776455,359.0
159.43131760003075,153.49055122906483,32.14279346646493,29.558760272367614,360.0
159.31316559314362,153.40005504441766,32.12712625224718,29.549734638175778,361.0
159.18604302986932,153.30585115096355,32.10718685582717,29.52527212204123,362.0
159.05006931961321,153.2039501546074,32.11777500479598,29.506110704127494,363.0
158.91266386202807,153.085257983853,32.23129760093666,29.489255915769824,364.0
158.7991391878887,152.96162014501647,32.142992676002585,29.46931186509471,365.0
158.70453474487118,152.83324616698647,32.05517029164192,29.44398090868238,366.0
158.58476762022576,152.72583307315566,31.967826503381318,29.416092293291975,367.0
158.47022961747703,152.6290207580082,31.88095740962213,29.39758197538089,368.0
158.3479647603958,152.54774122074636,31.794559151059467,29.37075070202014,369.0
158.23230960038268,152.44346703402766,31.70862791011066,29.343045607614172,370.0
158.11727791832115,152.33203214605322,31.62315991035295,29.326596161674757,371.0
158.03505741316437,152.21823636071437,31.53815141597028,29.32195477414337,372.0
157.94858300913992,152.09957472652616,31.453598731208963,29.3323543434034,373.0
157.87349583366478,151.9814283327701,31.369498199842095,29.37443298805168,374.0
157.78932886031905,151.89899098970125,31.285846204642517,29.408981166750205,375.0
157.70560958364007,151.8335507962735,31.202639166864213,29.418460103073983,376.0
157.62093259116273,151.76704501051475,31.18931651655423,29.413636601474316,377.0
157.53700085637686,151.68300520889963,31.142247734957976,29.411085263293778,378.0
157.4264450853478,151.5960315803801,31.06007821586838,29.414802716424923,379.0
157.31647118679788,151.52572367241038,30.978341167931884,29.40184695375861,380.0
157.21052021922722,151.44517016796522,30.89703318586382,29.402858108142954,381.0
157.11619024637122,151.3640776708169,30.816150900036952,29.38982687061675,382.0
157.01701619904512,151.28851312635746,30.735690976015967,29.33594287895592,383.0
156.89852175976415,151.20887724100683,30.77106417849629,29.31932834200344,384.0
156.7860188220036,151.12903038130892,30.716216564589615,29.313639430397522,385.0
156.6884709238131,151.05466205685698,30.714257454318656,29.32807396329161,386.0
156.56619235984115,150.94857765877722,30.71980034161682,29.30887810578552,387.0
