avg_left_power_phase,avg_left_power_phase_peak,avg_right_power_phase,avg_right_power_phase_peak
"(0.0, 208.1250032519532, 208.1250032519532, 104.0625016259766)","(60.46875094482424, 125.15625195556643, 64.68750101074221, 92.81250145019534)","(354.3750055371095, 206.7187532299805, 210.9375032958985, 99.84375156005862)","(63.28125098876955, 129.37500202148442, 66.09375103271486, 95.62500149414065)"
