elapsed,GPR_left,GPR_right,GPA_left,GPA_right
0.0,203.17460317460316,200.0,11.174603174603163,8.0
1.0,198.54545454545453,163.73604060913706,23.825454545454534,2.4560406091370623
2.0,104.82758620689656,162.62295081967216,13.627586206896552,13.822950819672144
3.0,171.2808988764045,283.672131147541,18.84089887640451,24.112131147540993
4.0,255.6180904522613,230.48936170212767,1.2780904522612957,13.82936170212767
5.0,244.92,226.08,-0.0,-0.0
6.0,241.8,223.2,-0.0,-0.0
7.0,260.6734693877551,227.678391959799,5.2134693877551115,1.1383919597990086
8.0,234.43979057591622,217.2828282828283,10.549790575916234,2.1728282828282772
9.0,259.67195767195767,229.06315789473683,14.281957671957684,11.453157894736819
10.0,246.72340425531914,223.0,14.803404255319151,8.919999999999987
11.0,234.4891304347826,218.17894736842106,18.759130434782605,10.908947368421053
12.0,234.94845360824743,217.31182795698925,7.048453608247428,15.211827956989254
13.0,238.77319587628867,220.8494623655914,7.163195876288654,15.459462365591406
14.0,230.95336787564767,230.247311827957,8.083367875647667,16.117311827956996
15.000000000000002,202.51256281407035,202.51256281407035,1.0125628140703498,1.0125628140703498
16.0,208.0,192.0,1.039999999999992,0.960000000000008
17.0,210.63,204.41414141414143,-0.0,2.0441414141414214
18.0,201.43718592964825,194.5151515151515,1.0071859296482444,1.9451515151515082
19.0,203.2964824120603,188.6060606060606,1.0164824120602987,1.886060606060596
20.0,209.86934673366835,186.1105527638191,1.049346733668358,0.9305527638190938
21.0,200.8140703517588,178.08040201005025,1.0040703517587986,0.8904020100502521
22.0,206.14070351758795,182.80402010050253,1.0307035175879378,0.9140201005025403
23.0,184.26395939086294,182.41206030150755,2.7639593908629365,0.9120603015075517
24.0,177.94871794871796,174.3718592964824,4.448717948717956,0.8718592964823983
25.0,166.94472361809045,173.75879396984925,0.834723618090436,0.8687939698492642
26.0,168.63959390862945,174.63636363636363,2.529593908629437,1.7463636363636397
27.0,167.17171717171718,165.5,1.6717171717171766,-0.0
28.0,167.67676767676767,166.83417085427135,1.6767676767676676,0.8341708542713491
29.000000000000004,167.67676767676767,166.83417085427135,1.6767676767676676,0.8341708542713491
30.000000000000004,167.00507614213197,165.32663316582915,2.505076142131969,0.8266331658291506
31.000000000000004,173.15736040609136,158.23115577889448,2.5973604060913544,0.7911557788944776
32.0,170.2020202020202,170.2020202020202,1.7020202020202078,1.7020202020202078
33.0,167.64467005076142,173.6060606060606,2.514670050761424,1.7360606060605903
34.0,185.36040609137055,177.1919191919192,2.780406091370537,1.7719191919192099
35.0,214.3718592964824,182.61306532663318,1.071859296482387,0.9130653266331876
36.0,208.40201005025125,177.52763819095478,1.0420100502512355,0.8876381909547888
37.0,193.356783919598,171.46733668341707,0.966783919598015,0.8573366834170599
38.0,185.00502512562815,170.77386934673368,0.9250251256281388,0.8538693467336884
39.0,193.8181818181818,178.01005025125627,1.9381818181818176,0.8900502512562696
40.0,191.1919191919192,177.38071065989848,1.9119191919191962,2.660710659898484
41.0,183.62626262626262,162.83838383838383,1.8362626262626236,1.6283838383838258
42.0,179.63636363636363,165.8181818181818,1.7963636363636226,1.6581818181818164
43.0,168.6060606060606,155.63636363636365,1.6860606060606074,1.556363636363642
44.0,164.04123711340208,149.11675126903555,4.921237113402071,2.236751269035551
45.0,176.7461139896373,159.03030303030303,6.186113989637306,1.5903030303030334
46.0,179.01020408163265,158.74489795918367,3.580204081632644,3.1748979591836815
47.0,187.95876288659792,164.9795918367347,5.638762886597931,3.2995918367346917
48.0,183.62626262626262,164.5,1.8362626262626236,3.289999999999992
49.0,190.14141414141415,177.30612244897958,1.9014141414141363,3.546122448979588
50.0,196.50251256281408,183.2284263959391,0.9825125628140654,2.7484263959391058
51.0,189.70854271356785,176.89340101522842,0.9485427135678606,2.653401015228411
