nr,total_elapsed_time,total_distance,avg_power,normalized_power,left_right_median,avg_cadence,leomo_pelvic_angle,leomo_pelvic_rotation,leomo_pelvic_rock
0,01:29:36,36000.66,150,214,51.0%/49.0%,73,49.2,6.94,5.91
