scale,GPR_left,GPR_right,GPA_left,GPA_right
0.016666666666666666,783.7837837837837,417.9622641509434,638.7837837837837,307.2022641509434
0.03333333333333333,452.2229263746505,310.5443504662763,335.9829263746505,210.98435046627628
0.05,341.0855545200373,236.704363725485,234.28555452003727,145.99769705881832
0.06666666666666667,277.8212081435491,197.26313908855983,182.09620814354906,112.63063908855983
0.08333333333333333,236.04363318150595,191.44455382403936,152.2256331815059,100.02655382403935
0.1,206.20302765125496,174.3745265606832,131.8896943179216,86.02619322734988
0.11666666666666667,190.0836206151441,161.88740932092173,120.01402370107566,75.60026646377888
0.13333333333333333,180.0486582343295,158.72964402096588,108.8490823326441,67.52846844992416
0.15,172.02906736668535,156.66407633904976,99.37701038264017,61.633313946830135
0.16666666666666666,167.31076517069545,154.04883149584248,91.40983108350659,57.97613700878969
0.18333333333333332,166.61970387418594,154.03987504703917,86.14188995159496,56.71042758374821
0.2,165.37485593987216,152.1090158945685,81.66622699114784,58.24325091354847
0.21666666666666667,163.26329227541174,150.69308108375841,78.07024702221015,60.16466750994218
0.23333333333333334,162.37092756541117,150.30253345387058,74.96873587127307,57.42413570367647
0.25,161.46821163966675,149.7556978902792,72.86803226773365,56.21819556056783
0.26666666666666666,159.00144841218759,148.76959314576314,70.01300322397327,54.569870838032344
0.2833333333333333,157.71979683199297,148.07957662545954,67.06459126962191,53.03333611154838
0.3,157.72951572144368,148.2573578612168,65.452319738182,51.59427892471049
0.31666666666666665,157.2412251511904,149.2031601362304,64.02558945956423,51.870596533305985
0.3333333333333333,158.03143662090358,149.51474125985365,62.74358271385876,50.54906670664069
0.35,158.09723362241743,149.4508922971691,61.58698066839101,49.841599519622996
0.36666666666666664,157.52100110972552,149.1924987275811,60.596267851704994,48.93266317782195
0.38333333333333336,156.87567808011013,148.88412921768625,59.691703975600376,48.280646651963785
0.4,155.84379124713345,148.04142457849494,58.651954706574834,47.96044240316741
0.4166666666666667,155.31718245439097,146.65015433568664,58.00867651831184,47.33520731573637
0.43333333333333335,154.9201288405088,146.09652784897872,57.647573575299845,46.62241820981873
0.45,154.34923082245075,146.2262860767943,56.81503718025507,46.09305328417327
